id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,latitude,longitude,berat,rusak_parah,rusak_sedang
66,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.1904802,107.8950761,1,0,0
67,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.2075154,107.900727,1,0,0
68,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
69,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.2184018,107.9099596,0,1,0
70,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.2253322,107.9065734,1,0,0
71,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
72,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
73,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,0,1
74,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
75,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.2036036,107.8901722,1,0,0
76,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.2036036,107.8901722,0,1,0
77,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.378928,107.7445906,0,1,0
78,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3020324,107.7982657,0,0,1
79,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
80,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,1,0,0
81,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,1,0
82,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,0,1
83,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.3869,107.7747,0,0,1
84,32,JAWA BARAT,3205,KABUPATEN GARUT,-7.4299003,107.5419139,1,0,0
85,32,JAWA BARAT,3205,KABUPATEN GARUT,31.85247,35.93928,1,0,0
86,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.4967,108.1693,0,0,1
87,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.6232355,108.1394522,0,1,0
88,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.6232355,108.1394522,0,1,0
89,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.6923233,108.0379742,1,0,0
90,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.737796,108.0183005,0,1,0
91,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.4967,108.1693,1,0,0
92,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.4967,108.1693,1,0,0
93,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.3611621,108.1101325,0,1,0
94,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.3506779,108.1123246,0,0,1
95,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.1843804,108.1496558,0,0,1
96,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,-7.3257,108.3534,0,1,0
97,32,JAWA BARAT,3207,KABUPATEN CIAMIS,31.85247,35.93928,0,0,1
98,32,JAWA BARAT,3207,KABUPATEN CIAMIS,-7.4759,108.5351,0,0,1
99,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9612279,108.4906765,0,0,1
100,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.8422069,108.4865316,0,0,1
101,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
102,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,1,0
103,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,1,0
104,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
105,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
106,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
107,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,1,0,0
108,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
109,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,0,1
110,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,-6.9975,108.5555,0,1,0
111,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7589009,108.4770614,0,1,0
112,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
113,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
114,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,1,0,0
115,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
116,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
117,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
118,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
119,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
120,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
121,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
122,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
123,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,0,1
124,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7396,108.5091,0,1,0
125,32,JAWA BARAT,3209,KABUPATEN CIREBON,-6.7585208,108.4831344,1,0,0
126,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
127,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
128,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
129,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
130,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
131,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,1,0,0
132,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,1,0
133,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,1,0,0
134,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
135,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
136,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-7.0021057,108.3285911,1,0,0
137,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,0,1
138,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,1,0
139,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,1,0,0
140,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,1,0
141,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,1,0,0
142,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,-6.75889,108.24944,0,1,0
143,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,0,1
144,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.8773327,107.8331948,0,0,1
145,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,1,0
146,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,1,0
147,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,0,1
148,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,0,1
149,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,1,0
150,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,1,0,0
151,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,1,0
152,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,-6.77667,107.97778,0,0,1
153,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,1,0,0
154,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
155,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,0,1
156,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
157,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
158,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
159,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
160,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,0,1
161,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,1,0,0
162,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,0,1,0
163,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.44806,108.19194,1,0,0
164,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,31.85247,35.93928,0,1,0
165,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,-6.3414428,107.9569662,0,0,1
166,32,JAWA BARAT,3213,KABUPATEN SUBANG,31.85247,35.93928,0,1,0
167,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,1,0
168,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,1,0
169,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,0,1
170,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,1,0
171,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.5478406,107.7412079,1,0,0
172,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,0,1
173,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,1,0
174,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,1,0
175,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,0,1
176,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,1,0
177,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.317046,107.8215542,0,0,1
178,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,0,1
179,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.4556446,107.8129358,1,0,0
180,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.4292509,107.7846094,0,0,1
181,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.5467214,107.7767841,0,1,0
182,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,0,1
183,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,1,0,0
184,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,0,1,0
185,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.7111,108.5596,1,0,0
186,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,1,0,0
187,32,JAWA BARAT,3213,KABUPATEN SUBANG,-6.50833,107.7025,0,1,0
188,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,1,0,0
189,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,1,0,0
190,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,0,0,1
191,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.5307424,107.4366453,1,0,0
192,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.5638141,107.4326375,0,1,0
193,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.5715332,107.4621495,0,0,1
194,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,0,1,0
195,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,0,0,1
196,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,0,1,0
197,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,-6.60056,107.42639,0,0,1
198,32,JAWA BARAT,3215,KABUPATEN KARAWANG,-6.1577502,107.2855371,1,0,0
199,32,JAWA BARAT,3215,KABUPATEN KARAWANG,31.85247,35.93928,0,0,1
200,32,JAWA BARAT,3215,KABUPATEN KARAWANG,-6.26583,107.3725,0,1,0
201,32,JAWA BARAT,3215,KABUPATEN KARAWANG,-6.26583,107.3725,0,1,0
202,32,JAWA BARAT,3216,KABUPATEN BEKASI,-6.2930754,107.1495387,0,1,0
203,32,JAWA BARAT,3216,KABUPATEN BEKASI,-6.24667,107.10833,0,1,0
204,32,JAWA BARAT,3216,KABUPATEN BEKASI,-6.24667,107.10833,0,1,0
205,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,1,0,0
206,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,0,1
207,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,1,0
208,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,0,1
209,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,1,0
210,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.8135293,107.6213588,0,1,0
211,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,0,1
212,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,1,0
213,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,0,1
214,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,1,0,0
215,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,-6.83333,107.48333,0,1,0
216,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,-7.6673,108.64037,1,0,0
217,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,-7.7269583,108.4863565,1,0,0
218,32,JAWA BARAT,3271,KOTA BOGOR,-6.6112364,106.8060726,0,0,1
219,32,JAWA BARAT,3271,KOTA BOGOR,-6.6253309,106.815439,1,0,0
220,32,JAWA BARAT,3271,KOTA BOGOR,-6.6137324,106.8031967,0,1,0
221,32,JAWA BARAT,3271,KOTA BOGOR,-6.59444,106.78917,0,1,0
222,32,JAWA BARAT,3271,KOTA BOGOR,-6.59444,106.78917,1,0,0
223,32,JAWA BARAT,3271,KOTA BOGOR,-6.59444,106.78917,0,1,0
224,32,JAWA BARAT,3271,KOTA BOGOR,-6.5718666,106.7974308,1,0,0
225,32,JAWA BARAT,3271,KOTA BOGOR,-6.5671602,106.8027136,0,0,1
226,32,JAWA BARAT,3271,KOTA BOGOR,-6.59444,106.78917,0,0,1
227,32,JAWA BARAT,3272,KOTA SUKABUMI,-7.36996,108.53209,1,0,0
228,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.9374174,106.9315323,1,0,0
229,32,JAWA BARAT,3272,KOTA SUKABUMI,-7.36996,108.53209,0,1,0
230,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.961835,106.9436067,0,0,1
231,32,JAWA BARAT,3272,KOTA SUKABUMI,-7.36996,108.53209,0,0,1
232,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.945611,106.9517147,0,0,1
233,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.9591667,106.9442819,0,0,1
234,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.91806,106.92667,0,1,0
235,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.91806,106.92667,0,1,0
236,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.9438741,106.9102962,1,0,0
237,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.9254991,106.9032386,0,0,1
238,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.91806,106.92667,1,0,0
239,32,JAWA BARAT,3272,KOTA SUKABUMI,-6.91806,106.92667,1,0,0
240,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
241,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
242,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,0,1,0
243,32,JAWA BARAT,3273,KOTA BANDUNG,-7.36996,108.53209,1,0,0
244,32,JAWA BARAT,3273,KOTA BANDUNG,-6.8754599,107.5960721,1,0,0
245,32,JAWA BARAT,3273,KOTA BANDUNG,-6.8830292,107.6009164,0,1,0
246,32,JAWA BARAT,3273,KOTA BANDUNG,-6.8782807,107.5970239,0,0,1
247,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
248,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
249,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,0,1,0
250,32,JAWA BARAT,3273,KOTA BANDUNG,25.18254,75.83907,0,1,0
251,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,0,1,0
252,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,0,1,0
253,32,JAWA BARAT,3273,KOTA BANDUNG,25.18254,75.83907,0,1,0
254,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9329583,107.5902037,1,0,0
255,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9379176,107.616504,1,0,0
256,32,JAWA BARAT,3273,KOTA BANDUNG,-6.935593,107.6242563,0,1,0
257,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9202216,107.6310306,0,0,1
258,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
259,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9119357,107.6334055,0,0,1
260,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,1,0,0
261,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9019379,107.6169888,1,0,0
262,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9036628,107.6194927,1,0,0
263,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9038717,107.6207081,0,1,0
264,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9060381,107.6284776,0,0,1
265,32,JAWA BARAT,3273,KOTA BANDUNG,-6.8999821,107.6156159,1,0,0
266,32,JAWA BARAT,3273,KOTA BANDUNG,-7.36996,108.53209,0,0,1
267,32,JAWA BARAT,3273,KOTA BANDUNG,-6.9005593,107.6193893,0,1,0
268,32,JAWA BARAT,3273,KOTA BANDUNG,-6.90389,107.61861,0,0,1
269,32,JAWA BARAT,3274,KOTA CIREBON,-6.7063,108.557,0,0,1
270,32,JAWA BARAT,3274,KOTA CIREBON,-6.7239976,108.5706584,1,0,0
271,32,JAWA BARAT,3274,KOTA CIREBON,-6.7272975,108.5754921,0,1,0
272,32,JAWA BARAT,3274,KOTA CIREBON,-6.7241801,108.5672253,1,0,0
273,32,JAWA BARAT,3274,KOTA CIREBON,-6.7248399,108.5623537,1,0,0
274,32,JAWA BARAT,3274,KOTA CIREBON,-6.7329856,108.5540169,0,1,0
275,32,JAWA BARAT,3274,KOTA CIREBON,-6.7472936,108.5347001,0,1,0
276,32,JAWA BARAT,3275,KOTA BEKASI,-6.2462627,107.0029145,0,1,0
277,32,JAWA BARAT,3275,KOTA BEKASI,-6.2744519,106.9922939,0,0,1
278,32,JAWA BARAT,3275,KOTA BEKASI,-6.2478972,107.0196551,1,0,0
279,32,JAWA BARAT,3275,KOTA BEKASI,-6.2291558,107.0043242,0,1,0
280,32,JAWA BARAT,3276,KOTA DEPOK,-6.3984518,106.8200296,0,0,1
281,32,JAWA BARAT,3276,KOTA DEPOK,-6.394992,106.8231807,1,0,0
282,32,JAWA BARAT,3276,KOTA DEPOK,-6.4001548,106.8258348,0,0,1
283,32,JAWA BARAT,3276,KOTA DEPOK,-6.4037182,106.8374106,0,0,1
284,32,JAWA BARAT,3276,KOTA DEPOK,25.18254,75.83907,1,0,0
285,32,JAWA BARAT,3277,KOTA CIMAHI,-6.8833569,107.5406354,0,0,1
286,32,JAWA BARAT,3277,KOTA CIMAHI,-6.9012485,107.5356529,0,1,0
287,32,JAWA BARAT,3277,KOTA CIMAHI,-6.87222,107.5425,0,0,1
288,32,JAWA BARAT,3277,KOTA CIMAHI,-6.865152,107.5435767,0,0,1
289,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.351279,108.2599335,0,0,1
290,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.3274,108.2207,1,0,0
291,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.3274,108.2207,0,0,1
292,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.2900994,108.1939387,0,0,1
293,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.3274,108.2207,0,1,0
294,32,JAWA BARAT,3278,KOTA TASIKMALAYA,-7.3274,108.2207,0,0,1
