kode_kota,kota,kode_kecamatan,kecamatan,id_choropleth,lat,long,tanggal,count_baik,count_rusak_sedang,count_rusak_parah,total_record,prop_baik,prop_rusak_sedang,prop_rusak_parah,maj_baik,maj_rusak_sedang,maj_rusak_parah,label_majority
3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220,-6.4840304,106.7997357,2020-01-01,8,0,0,8,1.0,0.0,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201220,BOJONG GEDE,3201220,-6.4840304,106.7997357,2021-01-01,8,0,0,8,1.0,0.0,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201221,TAJURHALANG,3201221,-6.4752826,106.7576126,2019-01-01,5,1,1,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201221,TAJURHALANG,3201221,-6.4752826,106.7576126,2020-01-01,5,1,1,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201221,TAJURHALANG,3201221,-6.4752826,106.7576126,2021-01-01,6,0,1,7,0.8571428571428571,0.0,0.14285714285714285,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201230,KEMANG,3201230,-6.5129767,106.7551901,2019-01-01,4,3,1,8,0.5,0.375,0.125,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201230,KEMANG,3201230,-6.5129767,106.7551901,2020-01-01,4,3,1,8,0.5,0.375,0.125,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201230,KEMANG,3201230,-6.5129767,106.7551901,2021-01-01,4,3,1,8,0.5,0.375,0.125,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201231,RANCA BUNGUR,3201231,-6.58694,106.76694,2019-01-01,4,3,0,7,0.5714285714285714,0.42857142857142855,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201231,RANCA BUNGUR,3201231,-6.58694,106.76694,2020-01-01,4,3,0,7,0.5714285714285714,0.42857142857142855,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201231,RANCA BUNGUR,3201231,-6.58694,106.76694,2021-01-01,4,3,0,7,0.5714285714285714,0.42857142857142855,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201240,PARUNG,3201240,-6.4752826,106.7576126,2019-01-01,9,0,0,9,1.0,0.0,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201240,PARUNG,3201240,-6.4752826,106.7576126,2020-01-01,9,0,0,9,1.0,0.0,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201240,PARUNG,3201240,-6.4752826,106.7576126,2021-01-01,9,0,0,9,1.0,0.0,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201241,CISEENG,3201241,-6.58694,106.76694,2019-01-01,6,4,0,10,0.6,0.4,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201241,CISEENG,3201241,-6.58694,106.76694,2020-01-01,6,4,0,10,0.6,0.4,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201241,CISEENG,3201241,-6.58694,106.76694,2021-01-01,9,1,0,10,0.9,0.1,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250,-6.58694,106.76694,2019-01-01,7,3,0,10,0.7,0.3,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250,-6.58694,106.76694,2020-01-01,7,3,0,10,0.7,0.3,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201250,GUNUNG SINDUR,3201250,-6.58694,106.76694,2021-01-01,9,1,0,10,0.9,0.1,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201260,RUMPIN,3201260,-6.4419087,106.6405004,2019-01-01,8,5,1,14,0.5714285714285714,0.35714285714285715,0.07142857142857142,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201260,RUMPIN,3201260,-6.4419087,106.6405004,2020-01-01,7,7,0,14,0.5,0.5,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201260,RUMPIN,3201260,-6.4419087,106.6405004,2021-01-01,8,6,0,14,0.5714285714285714,0.42857142857142855,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201270,CIGUDEG,3201270,-6.5477582,106.5325715,2019-01-01,4,10,1,15,0.26666666666666666,0.6666666666666666,0.06666666666666667,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201270,CIGUDEG,3201270,-6.5477582,106.5325715,2020-01-01,6,8,1,15,0.4,0.5333333333333333,0.06666666666666667,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201270,CIGUDEG,3201270,-6.5477582,106.5325715,2021-01-01,4,9,2,15,0.26666666666666666,0.6,0.13333333333333333,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201271,SUKAJAYA,3201271,-6.5942096,106.4780471,2019-01-01,8,2,1,11,0.7272727272727273,0.18181818181818182,0.09090909090909091,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201271,SUKAJAYA,3201271,-6.5942096,106.4780471,2020-01-01,6,4,1,11,0.5454545454545454,0.36363636363636365,0.09090909090909091,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201271,SUKAJAYA,3201271,-6.5942096,106.4780471,2021-01-01,4,6,1,11,0.36363636363636365,0.5454545454545454,0.09090909090909091,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201280,JASINGA,3201280,-6.4836033,106.4695613,2019-01-01,12,2,2,16,0.75,0.125,0.125,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201280,JASINGA,3201280,-6.4836033,106.4695613,2020-01-01,12,3,1,16,0.75,0.1875,0.0625,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201280,JASINGA,3201280,-6.4836033,106.4695613,2021-01-01,12,3,1,16,0.75,0.1875,0.0625,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201290,TENJO,3201290,-6.58694,106.76694,2019-01-01,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201290,TENJO,3201290,-6.58694,106.76694,2020-01-01,6,3,0,9,0.6666666666666666,0.3333333333333333,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201290,TENJO,3201290,-6.58694,106.76694,2021-01-01,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0,1,0,0,BAIK
3201,KABUPATEN BOGOR,3201300,PARUNG PANJANG,3201300,-6.58694,106.76694,2019-01-01,3,5,3,11,0.2727272727272727,0.45454545454545453,0.2727272727272727,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201300,PARUNG PANJANG,3201300,-6.58694,106.76694,2020-01-01,4,7,0,11,0.36363636363636365,0.6363636363636364,0.0,0,1,0,RUSAK SEDANG
3201,KABUPATEN BOGOR,3201300,PARUNG PANJANG,3201300,-6.58694,106.76694,2021-01-01,5,6,0,11,0.45454545454545453,0.5454545454545454,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202010,CIEMAS,3202010,-7.0949,106.7155,2019-01-01,2,7,0,9,0.2222222222222222,0.7777777777777778,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202010,CIEMAS,3202010,-7.0949,106.7155,2020-01-01,3,6,0,9,0.3333333333333333,0.6666666666666666,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202010,CIEMAS,3202010,-7.0949,106.7155,2021-01-01,3,6,0,9,0.3333333333333333,0.6666666666666666,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202020,CIRACAP,3202020,-7.0949,106.7155,2019-01-01,2,6,0,8,0.25,0.75,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202020,CIRACAP,3202020,-7.0949,106.7155,2020-01-01,3,5,0,8,0.375,0.625,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202020,CIRACAP,3202020,-7.0949,106.7155,2021-01-01,3,5,0,8,0.375,0.625,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202021,WALURAN,3202021,-7.0949,106.7155,2019-01-01,2,4,0,6,0.3333333333333333,0.6666666666666666,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202021,WALURAN,3202021,-7.0949,106.7155,2020-01-01,1,5,0,6,0.16666666666666666,0.8333333333333334,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202021,WALURAN,3202021,-7.0949,106.7155,2021-01-01,1,5,0,6,0.16666666666666666,0.8333333333333334,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202030,SURADE,3202030,-7.4231644,106.7191045,2019-01-01,2,9,0,11,0.18181818181818182,0.8181818181818182,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202030,SURADE,3202030,-7.4231644,106.7191045,2020-01-01,2,9,0,11,0.18181818181818182,0.8181818181818182,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202030,SURADE,3202030,-7.4231644,106.7191045,2021-01-01,1,10,0,11,0.09090909090909091,0.9090909090909091,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202031,CIBITUNG,3202031,-7.0949,106.7155,2019-01-01,0,6,0,6,0.0,1.0,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202031,CIBITUNG,3202031,-7.0949,106.7155,2020-01-01,1,5,0,6,0.16666666666666666,0.8333333333333334,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202031,CIBITUNG,3202031,-7.0949,106.7155,2021-01-01,1,5,0,6,0.16666666666666666,0.8333333333333334,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202040,JAMPANGKULON,3202040,-7.0949,106.7155,2019-01-01,4,5,1,10,0.4,0.5,0.1,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202040,JAMPANGKULON,3202040,-7.0949,106.7155,2020-01-01,4,6,0,10,0.4,0.6,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202040,JAMPANGKULON,3202040,-7.0949,106.7155,2021-01-01,3,7,0,10,0.3,0.7,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202041,CIMANGGU,3202041,-7.0949,106.7155,2019-01-01,3,3,0,6,0.5,0.5,0.0,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202041,CIMANGGU,3202041,-7.0949,106.7155,2020-01-01,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202041,CIMANGGU,3202041,-7.0949,106.7155,2021-01-01,4,2,0,6,0.6666666666666666,0.3333333333333333,0.0,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202050,KALIBUNDER,3202050,-7.0949,106.7155,2019-01-01,1,6,0,7,0.14285714285714285,0.8571428571428571,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202050,KALIBUNDER,3202050,-7.0949,106.7155,2020-01-01,1,5,1,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202050,KALIBUNDER,3202050,-7.0949,106.7155,2021-01-01,0,6,1,7,0.0,0.8571428571428571,0.14285714285714285,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202060,TEGALBULEUD,3202060,-7.4231644,106.7191045,2019-01-01,4,2,2,8,0.5,0.25,0.25,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202060,TEGALBULEUD,3202060,-7.4231644,106.7191045,2020-01-01,4,4,0,8,0.5,0.5,0.0,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202060,TEGALBULEUD,3202060,-7.4231644,106.7191045,2021-01-01,4,4,0,8,0.5,0.5,0.0,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202070,CIDOLOG,3202070,-7.3064337,106.8364237,2019-01-01,1,3,1,5,0.2,0.6,0.2,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202070,CIDOLOG,3202070,-7.3064337,106.8364237,2020-01-01,2,2,1,5,0.4,0.4,0.2,1,0,0,BAIK
3202,KABUPATEN SUKABUMI,3202070,CIDOLOG,3202070,-7.3064337,106.8364237,2021-01-01,1,3,1,5,0.2,0.6,0.2,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202080,SAGARANTEN,3202080,-7.211306,106.8837572,2019-01-01,0,12,0,12,0.0,1.0,0.0,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202080,SAGARANTEN,3202080,-7.211306,106.8837572,2020-01-01,1,10,1,12,0.08333333333333333,0.8333333333333334,0.08333333333333333,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202080,SAGARANTEN,3202080,-7.211306,106.8837572,2021-01-01,1,9,2,12,0.08333333333333333,0.75,0.16666666666666666,0,1,0,RUSAK SEDANG
3202,KABUPATEN SUKABUMI,3202081,CIDADAP,3202081,-7.2782369,106.9354135,2019-01-01,0,5,1,6,0.0,0.8333333333333334,0.16666666666666666,0,1,0,RUSAK SEDANG
