id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,latitude,longitude,kerusakan,choropleth_id
24,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
25,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
26,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
27,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
28,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
29,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,sedang,3201130
30,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,sedang,3201130
31,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
32,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
33,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,sedang,3201130
34,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,ringan,3201130
35,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.04,SUKARAJA,-6.573584070796461,106.84397610619469,sedang,3201130
36,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
37,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
38,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,sedang,3201140
39,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
40,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,sedang,3201140
41,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
42,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
43,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
44,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.05,BABAKAN MADANG,-6.5713913385826785,106.88600629921261,ringan,3201140
45,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,ringan,3201170
46,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
47,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,ringan,3201170
48,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
49,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
50,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
51,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
52,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,ringan,3201170
53,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
54,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,ringan,3201170
56,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
57,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
58,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.06,JONGGOL,-6.493319708029197,107.0547897810219,sedang,3201170
59,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
60,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
61,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
62,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
63,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
64,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
65,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
66,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
67,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
68,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
69,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
70,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.07,CILEUNGSI,-6.409453043478262,107.0073547826087,ringan,3201180
71,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,sedang,3201160
72,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
73,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
74,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
75,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
76,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,sedang,3201160
77,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
78,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
79,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
80,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.08,CARIU,-6.512617241379308,107.13285287356324,ringan,3201160
81,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,sedang,3201150
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
83,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
84,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,berat,3201150
85,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
86,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
87,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
88,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
89,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
90,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.09,SUKAMAKMUR,-6.5772326086956525,107.014215942029,ringan,3201150
91,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
92,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
93,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
94,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
95,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
96,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
97,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
98,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
99,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.10,PARUNG,-6.436629824561404,106.71315438596491,ringan,3201240
100,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
101,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
102,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
103,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
104,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,sedang,3201250
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,ringan,3201250
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,sedang,3201250
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.11,GUNUNG SINDUR,-6.390728846153848,106.70060769230771,sedang,3201250
110,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,sedang,3201230
111,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,ringan,3201230
112,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,sedang,3201230
113,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,sedang,3201230
114,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,ringan,3201230
115,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,ringan,3201230
116,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,ringan,3201230
117,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.12,KEMANG,-6.501508235294118,106.73481647058823,berat,3201230
118,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
119,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
120,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
121,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
122,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
123,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,sedang,3201220
124,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
125,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.13,BOJONG GEDE,-6.480794047619047,106.78921428571428,ringan,3201220
126,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
127,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
128,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
129,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
130,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
131,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
132,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,sedang,3201020
133,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
134,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
135,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
136,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.14,LEUWILIANG,-6.615584615384616,106.61993692307693,ringan,3201020
137,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
138,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,sedang,3201050
139,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
140,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
141,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
142,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
143,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
144,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,sedang,3201050
145,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
146,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,sedang,3201050
147,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
148,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,sedang,3201050
149,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.15,CIAMPEA,-6.57536875,106.6990625,ringan,3201050
150,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
151,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
152,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,sedang,3201040
153,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
154,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
155,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
156,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
157,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
158,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
159,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
160,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,sedang,3201040
161,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
162,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
163,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
164,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.16,CIBUNGBULANG,-6.577945544554457,106.66206534653467,ringan,3201040
165,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
166,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
167,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
168,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
169,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
170,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
171,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
172,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
173,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
174,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,sedang,3201030
175,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
176,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,sedang,3201030
177,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
178,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,ringan,3201030
179,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.17,PAMIJAHAN,-6.680543209876544,106.64902345679013,sedang,3201030
180,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
181,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
182,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,sedang,3201260
183,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
184,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
185,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
186,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
187,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,sedang,3201260
188,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,berat,3201260
189,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
190,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,sedang,3201260
191,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,sedang,3201260
192,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,ringan,3201260
193,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.18,RUMPIN,-6.461019548872181,106.62959172932332,sedang,3201260
194,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
195,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,berat,3201280
196,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
197,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
198,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,sedang,3201280
199,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
200,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
201,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
202,32,JAWA BARAT,3201,KABUPATEN BOGOR,32.01.19,JASINGA,-6.46820744680851,106.45633936170215,ringan,3201280
